Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Amazon Link (product.metafields.custom.amazon_link),Author Info (product.metafields.custom.author_info),Bought Amount (product.metafields.custom.bought_amount),Product Material (product.metafields.custom.product_material),product_video_media (product.metafields.custom.product_video_media),Rich Description (product.metafields.custom.rich_description),SEO Product Title (product.metafields.custom.seo_product_title),Size Guide (product.metafields.custom.size_guide),Wood Type (product.metafields.custom.wood_type),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Mounting type (product.metafields.shopify.mounting-type),Suitable location (product.metafields.shopify.suitable-location),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"KING SIZE - 76""W X 80""L",,,"Yes, I need on-site installation",,,Dark Walnut,,,0.0,,0,deny,manual,19845.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"KING SIZE - 76""W X 80""L",,,"Yes, I need on-site installation",,,Custom,,,0.0,,0,deny,manual,19845.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"No, I will install it myself",,,Warm Wood,,,0.0,,0,deny,manual,19495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"No, I will install it myself",,,Dark Warm Wood,,,0.0,,0,deny,manual,19495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"No, I will install it myself",,,Cool Dark Wood,,,0.0,,0,deny,manual,19495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"No, I will install it myself",,,Natural Finish,,,0.0,,0,deny,manual,19495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"No, I will install it myself",,,Dark Walnut,,,0.0,,0,deny,manual,19495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"No, I will install it myself",,,Custom,,,0.0,,0,deny,manual,19495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"Yes, I need on-site installation",,,Warm Wood,,,0.0,,0,deny,manual,20345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"Yes, I need on-site installation",,,Dark Warm Wood,,,0.0,,0,deny,manual,20345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"Yes, I need on-site installation",,,Cool Dark Wood,,,0.0,,0,deny,manual,20345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"Yes, I need on-site installation",,,Natural Finish,,,0.0,,0,deny,manual,20345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"Yes, I need on-site installation",,,Dark Walnut,,,0.0,,0,deny,manual,20345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,"CALIFORNIA KING SIZE - 72""W X 84""L",,,"Yes, I need on-site installation",,,Custom,,,0.0,,0,deny,manual,20345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"No, I will install it myself",,,Warm Wood,,,0.0,,0,deny,manual,25495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"No, I will install it myself",,,Dark Warm Wood,,,0.0,,0,deny,manual,25495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"No, I will install it myself",,,Cool Dark Wood,,,0.0,,0,deny,manual,25495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"No, I will install it myself",,,Natural Finish,,,0.0,,0,deny,manual,25495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"No, I will install it myself",,,Dark Walnut,,,0.0,,0,deny,manual,25495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"No, I will install it myself",,,Custom,,,0.0,,0,deny,manual,25495.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"Yes, I need on-site installation",,,Warm Wood,,,0.0,,0,deny,manual,26345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"Yes, I need on-site installation",,,Dark Warm Wood,,,0.0,,0,deny,manual,26345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"Yes, I need on-site installation",,,Cool Dark Wood,,,0.0,,0,deny,manual,26345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"Yes, I need on-site installation",,,Natural Finish,,,0.0,,0,deny,manual,26345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"Yes, I need on-site installation",,,Dark Walnut,,,0.0,,0,deny,manual,26345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tree-bird-nest-wood-platform-canopy-bed-frame-2,,,,,,,,,Custom,,,"Yes, I need on-site installation",,,Custom,,,0.0,,0,deny,manual,26345.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
