Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Amazon Link (product.metafields.custom.amazon_link),Author Info (product.metafields.custom.author_info),Bought Amount (product.metafields.custom.bought_amount),Product Material (product.metafields.custom.product_material),product_video_media (product.metafields.custom.product_video_media),Rich Description (product.metafields.custom.rich_description),SEO Product Title (product.metafields.custom.seo_product_title),Size Guide (product.metafields.custom.size_guide),Wood Type (product.metafields.custom.wood_type),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Mounting type (product.metafields.shopify.mounting-type),Suitable location (product.metafields.shopify.suitable-location),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"65""W x 60""H x 9""D",,,Dark Walnut,,,,,,0.0,,0,continue,manual,4426.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"65""W x 60""H x 9""D",,,Custom,,,,,,0.0,,0,continue,manual,4426.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"75""W x 65""H x 10""D",,,Light Oak,,,,,,0.0,,0,continue,manual,4947.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"75""W x 65""H x 10""D",,,Walnut,,,,,,0.0,,0,continue,manual,4947.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"75""W x 65""H x 10""D",,,Dark Walnut,,,,,,0.0,,0,continue,manual,4947.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"75""W x 65""H x 10""D",,,Custom,,,,,,0.0,,0,continue,manual,4947.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"89""W x 80""H x 10-12""D",,,Light Oak,,,,,,0.0,,0,continue,manual,5468.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"89""W x 80""H x 10-12""D",,,Walnut,,,,,,0.0,,0,continue,manual,5468.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"89""W x 80""H x 10-12""D",,,Dark Walnut,,,,,,0.0,,0,continue,manual,5468.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rustic-wooden-tree-bookshelf-with-branch-shelves-for-home,,,,,,,,,"89""W x 80""H x 10-12""D",,,Custom,,,,,,0.0,,0,continue,manual,5468.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
wooden-tree-branch-standing-bookshelf-and-bookcase,Wooden Tree Branch Standing Bookshelf and Bookcase,"
<div class=""dm-tabs__rte"" style=""margin:0; padding:0; background:transparent; color:#2a211b; font-family:inherit;"">
  <div style=""display:grid; gap:16px; margin:0; padding:0; background:transparent;"">
    <div style=""padding:16px 18px; border-radius:16px; background:rgba(91,50,24,0.055); border:1px solid rgba(92,58,35,0.10);"">
      <div style=""margin:0 0 6px; color:#5a3218; font-size:11px; line-height:1; font-weight:600; letter-spacing:0.16em; text-transform:uppercase;"">
        Tree-Inspired Bookshelf
      </div>
      <p style=""margin:0; padding:0; color:rgba(42,33,27,0.76); font-size:14px; line-height:1.7; font-weight:400;"">
        A striking wooden bookcase shaped like a natural tree trunk with branch-style shelves, bringing warmth, movement, and artistic character to your living room, entryway, bedroom, or reading corner.
      </p>
    </div>
    
    <div style=""display:grid; grid-template-columns:34px 1fr; gap:14px; padding:0 0 16px; border-bottom:1px solid rgba(92,58,35,0.14); background:transparent;"">
      <span style=""width:30px; height:30px; border-radius:999px; display:inline-flex; align-items:center; justify-content:center; background:rgba(91,50,24,0.09); color:#5a3218; font-size:11px; font-weight:600; letter-spacing:0.04em; line-height:1;"">01</span>
      <div style=""margin:0; padding:0; background:transparent;"">
        <h3 style=""margin:0 0 7px; padding:0; color:#1f1712; font-family:var(--font-heading-family, Georgia, serif); font-size:17px; line-height:1.35; font-weight:500;"">Multiple Open Shelves</h3>
        <p style=""margin:0; padding:0; color:rgba(42,33,27,0.76); font-size:14px; line-height:1.7; font-weight:400;"">Designed to hold books, small plants, vases, candles, framed photos, keepsakes, decorative bowls, and collected treasures while turning everyday storage into beautiful wall decor.</p>
      </div>
    </div>
    
    <div style=""display:grid; grid-template-columns:34px 1fr; gap:14px; padding:0 0 16px; border-bottom:1px solid rgba(92,58,35,0.14); background:transparent;"">
      <span style=""width:30px; height:30px; border-radius:999px; display:inline-flex; align-items:center; justify-content:center; background:rgba(91,50,24,0.09); color:#5a3218; font-size:11px; font-weight:600; letter-spacing:0.04em; line-height:1;"">02</span>
      <div style=""margin:0; padding:0; background:transparent;"">
        <h3 style=""margin:0 0 7px; padding:0; color:#1f1712; font-family:var(--font-heading-family, Georgia, serif); font-size:17px; line-height:1.35; font-weight:500;"">Natural Wood Grain</h3>
        <p style=""margin:0 0 10px; padding:0; color:rgba(42,33,27,0.76); font-size:14px; line-height:1.7; font-weight:400;"">The warm wood tone, visible grain, knots, textured trunk details, and organic branch forms create a handcrafted look that feels earthy, cozy, and one of a kind.</p>
      </div>
    </div>
    
    <div style=""display:grid; grid-template-columns:34px 1fr; gap:14px; padding:0 0 16px; border-bottom:1px solid rgba(92,58,35,0.14); background:transparent;"">
      <span style=""width:30px; height:30px; border-radius:999px; display:inline-flex; align-items:center; justify-content:center; background:rgba(91,50,24,0.09); color:#5a3218; font-size:11px; font-weight:600; letter-spacing:0.04em; line-height:1;"">03</span>
      <div style=""margin:0; padding:0; background:transparent;"">
        <h3 style=""margin:0 0 7px; padding:0; color:#1f1712; font-family:var(--font-heading-family, Georgia, serif); font-size:17px; line-height:1.35; font-weight:500;"">Statement Styling Piece</h3>
        <p style=""margin:0 0 10px; padding:0; color:rgba(42,33,27,0.76); font-size:14px; line-height:1.7; font-weight:400;"">Perfect for a variety of interior themes including boho, farmhouse, rustic modern, organic modern, woodland, cabin, cottage, Mediterranean, and vintage-inspired.</p>
      </div>
    </div>
    
    <div style=""display:grid; grid-template-columns:34px 1fr; gap:14px; padding:0 0 16px; border-bottom:1px solid rgba(92,58,35,0.14); background:transparent;"">
      <span style=""width:30px; height:30px; border-radius:999px; display:inline-flex; align-items:center; justify-content:center; background:rgba(91,50,24,0.09); color:#5a3218; font-size:11px; font-weight:600; letter-spacing:0.04em; line-height:1;"">04</span>
      <div style=""margin:0; padding:0; background:transparent;"">
        <h3 style=""margin:0 0 7px; padding:0; color:#1f1712; font-family:var(--font-heading-family, Georgia, serif); font-size:17px; line-height:1.35; font-weight:500;"">Functional Storage</h3>
        <p style=""margin:0; padding:0; color:rgba(42,33,27,0.76); font-size:14px; line-height:1.7; font-weight:400;"">This tree bookcase adds vertical storage without looking bulky, making it ideal for styling blank walls, cozy corners, reading spaces, entryways, and living room focal points.</p>
      </div>
    </div>

    <div style=""display:grid; grid-template-columns:34px 1fr; gap:14px; padding:0 0 16px; border-bottom:1px solid rgba(92,58,35,0.14); background:transparent;"">
      <span style=""width:30px; height:30px; border-radius:999px; display:inline-flex; align-items:center; justify-content:center; background:rgba(91,50,24,0.09); color:#5a3218; font-size:11px; font-weight:600; letter-spacing:0.04em; line-height:1;"">05</span>
      <div style=""margin:0; padding:0; background:transparent;"">
        <h3 style=""margin:0 0 7px; padding:0; color:#1f1712; font-family:var(--font-heading-family, Georgia, serif); font-size:17px; line-height:1.35; font-weight:500;"">Meaningful Home Upgrade</h3>
        <p style=""margin:0; padding:0; color:rgba(42,33,27,0.76); font-size:14px; line-height:1.7; font-weight:400;"">A thoughtful choice for housewarming gifts, new homes, apartment makeovers, reading room refreshes, nursery upgrades, or anyone who loves unique wooden furniture.</p>
      </div>
    </div>
    
    <div style=""display:grid; grid-template-columns:34px 1fr; gap:14px; padding:0 0 16px; border-bottom:1px solid rgba(92,58,35,0.14); background:transparent;"">
      <span style=""width:30px; height:30px; border-radius:999px; display:inline-flex; align-items:center; justify-content:center; background:rgba(91,50,24,0.09); color:#5a3218; font-size:11px; font-weight:600; letter-spacing:0.04em; line-height:1;"">06</span>
      <div style=""margin:0; padding:0; background:transparent;"">
        <h3 style=""margin:0 0 7px; padding:0; color:#1f1712; font-family:var(--font-heading-family, Georgia, serif); font-size:17px; line-height:1.35; font-weight:500;"">Carefully Packed</h3>
        <p style=""margin:0; padding:0; color:rgba(42,33,27,0.76); font-size:14px; line-height:1.7; font-weight:400;"">Each bookshelf is prepared with protective packing to help safeguard the trunk body, branch supports, shelf surfaces, wood texture, and decorative details during shipping.</p>
      </div>
    </div>
    
    <div style=""margin:2px 0 0; padding:13px 15px; border-radius:14px; background:rgba(91,50,24,0.06); color:rgba(42,33,27,0.72); font-size:13px; line-height:1.6; border:1px solid rgba(92,58,35,0.08);"">
      Books, plants, pottery, lanterns, framed photos, baskets, and other decorative objects shown in product photos are for presentation only unless explicitly included.
    </div>
  </div>
</div>
",Wrydeco,Furniture > Shelving > Bookcases & Standing Shelves,standing-bookshelf,"rich_desc, source_amazon, vnote",true,Size,"50""W x 45""H x 8""D",,Wood Finish,Natural,,,,,,0.0,,0,continue,manual,3906.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0805/4410/4505/files/8376331141177-gallery-001-logo-16af3c6bfacd_4ed13be0-77a5-4219-abf6-850c4e854d15.jpg?v=1786642381,1,,false,Wooden Tree Branch Standing Bookshelf & Wall Bookcase,Add natural character to your home with this tree branch standing bookshelf. Perfect for displaying books and decor in a rustic or boho space.,https://www.amazon.com/dp/B0H4LS94TH?lv=shuf&channelId=500&plpRedirect=mhFallback,son-tran,,wood,,"<div class=""description-root""><img alt=""1"" src=""https://via.placeholder.com/800"" class=""a-spacing-base"" data-src=""https://cdn.shopify.com/s/files/1/0829/7968/4580/files/vnote-rich-09a033eabeb109f31a75ba1a.png?v=1786948483""> <img alt=""1"" src=""https://via.placeholder.com/800"" class=""a-spacing-base"" data-src=""https://cdn.shopify.com/s/files/1/0829/7968/4580/files/vnote-rich-c5a66bbe6b9295cf533ce989.png?v=1786948489""> <img alt=""1"" src=""https://via.placeholder.com/800"" class=""a-spacing-base"" data-src=""https://cdn.shopify.com/s/files/1/0829/7968/4580/files/vnote-rich-9b5baaf3d8c52586fcece2f7.png?v=1786948495""> <img alt=""1"" src=""https://via.placeholder.com/800"" class=""a-spacing-base"" data-src=""https://cdn.shopify.com/s/files/1/0829/7968/4580/files/vnote-rich-b8a5eab6ae6f835cdb372534.png?v=1786948501""> <img alt=""1"" src=""https://via.placeholder.com/800"" class=""a-spacing-base"" data-src=""https://cdn.shopify.com/s/files/1/0829/7968/4580/files/vnote-rich-62b1a7101d2107e9c8ca6d33.png?v=1786948507""> <img alt=""1"" src=""https://via.placeholder.com/800"" class=""a-spacing-base"" data-src=""https://cdn.shopify.com/s/files/1/0829/7968/4580/files/vnote-rich-1dbd10abe51978583721173a.png?v=1786948513""></div>",Wooden Tree Branch Standing Bookshelf and Bookcase,,wood,,,,,,,,,,,kg,,,active
wooden-tree-branch-standing-bookshelf-and-bookcase,,,,,,,,,"65""W x 60""H x 9""D",,,Natural,,,,,,0.0,,0,continue,manual,4426.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0805/4410/4505/files/8376331141177-gallery-002-logo-d255a6407053_4d95a15b-dc69-42ff-8f86-663b086e1056.jpg?v=1786642381,2,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
